1.060577306458607261e+00,-9.557873765762888718e-01
1.882351586397400300e+00,2.826509215163141020e-01
1.710404640214235661e+00,-1.048031037567575208e+00
1.313826678385825009e+00,1.191506973482161280e+00
1.724350067337119485e+00,7.589847856017577499e-01
1.192878757273680757e+00,-6.037708087269716417e-01
1.989274343057392258e+00,-2.595764525113290477e-01
1.405634395235568546e+00,-3.756183187374565469e-01
1.250988236056986391e+00,-1.017570913676926647e+00
1.535765907104379435e+00,-1.080366741596875402e-01
1.980581139917231503e+00,3.439775190783019854e-01
1.334386385127847463e+00,-9.934280867467646381e-01
1.171951703459021665e+00,-6.146452530539393555e-01
1.586860858935757790e+00,6.849095753214979876e-01
7.800925934971808529e-01,-9.375163355200772930e-01
1.707183002553470441e+00,2.013533712383405172e-01
1.789836183134340342e+00,-4.744854304023244929e-01
1.218144820160910191e+00,-1.401680419162869284e-02
7.387518487053850169e-01,-9.330108240234310513e-01
1.628357687825564337e+00,-8.396006073673942804e-01
1.056495363759180517e+00,-1.212223946345905912e+00
1.774445317854016935e+00,-1.393570851997451565e-01
1.210092158237896287e+00,7.678856533552016472e-01
1.874055493067706468e+00,-6.228060024258200711e-01
1.564114199164808872e+00,-1.159740993593955383e-01
1.701365502512744765e+00,-4.295842714275382446e-01
1.865076375169507195e+00,-5.476615931470003584e-01
1.810138661246702529e+00,1.250614965683474744e-01
9.551828596633753499e-01,6.568204402652374485e-01
1.797746578359175285e+00,1.180465164401200973e-01
9.189928457304710196e-01,-7.484891655019549894e-01
1.888087272946546769e+00,3.181412208346073300e-01
1.634966545750423217e+00,7.170157396847726128e-01
1.793303411455125840e+00,-5.510780508472047368e-01
1.807979327497872823e+00,2.389224716071829402e-01
1.453954782330199924e+00,-4.814354408888764647e-01
1.511432466682536280e+00,1.344521045943005699e+00
1.305723894601858781e+00,8.256732096158102552e-01
1.775234105059007028e+00,3.864779442618909711e-02
1.975828703343121884e+00,3.481305632317490684e-01
1.796190756178007497e+00,-2.439605029864773122e-01
1.700830965834402075e+00,-7.292759377606528037e-01
1.836440472858366313e+00,8.166480591727396376e-01
1.778890584099212191e+00,-6.911369855869092804e-02
1.480706242544782114e+00,-3.032926939504950736e-01
1.565178344323783666e+00,2.937917804942038469e-01
1.896804213800387551e+00,4.208335092142420075e-01
1.816578192281081527e+00,-3.466627389867632525e-01
1.009139383236072662e+00,-7.366253066699539609e-01
1.282763516252002800e+00,1.847275517845364812e-01
1.925637396313800931e+00,5.531599815936150133e-03
1.902426017231737987e+00,2.004212214724486740e-01
1.808152504668730787e+00,3.058444972497553760e-02
1.661915122076229157e+00,7.707480609531950355e-01
1.865444524565814000e+00,-3.907385021719073648e-01
1.847797721873430721e+00,-2.157551965772442348e-01
8.728103811428709058e-01,-3.606897455020724452e-01
1.994726500393479096e+00,-3.205452850179538737e-01
1.267535635272623473e+00,-5.544048841395333715e-01
1.236875234166189941e+00,-5.391298471413631388e-01
6.103653555681411991e-01,-5.362891860755456541e-01
1.543214973658487976e-01,-8.051573467688886154e-01
1.768983354220423632e+00,2.825100067345291954e-01
1.325503801960366435e+00,-6.786422666847149454e-01
1.952753632542772344e+00,-5.851130835909035266e-02
1.727800390057538493e+00,-8.832924311028476083e-01
1.792009968744593618e+00,-5.692700746708206916e-01
1.370990448326812494e+00,2.058996888018427285e-02
1.376088305246120358e+00,-5.544790519839506437e-01
1.852457381476894316e+00,3.449854446789676898e-02
1.860468536256608019e+00,1.782264494990789538e-01
1.769581052368477181e+00,1.175571073903945996e+00
1.200662250358131677e+00,9.960882312190264543e-01
1.502333951931808187e+00,-3.861142321125393684e-01
1.195294988863240260e+00,-1.253797331622702238e+00
1.174110251422686435e+00,4.287880551799878592e-01
1.848027826577653743e+00,-1.020676177646482607e-01
1.442334705642831061e+00,-4.656405028268961743e-01
1.657572749740818807e+00,-4.879682863474723575e-01
1.952218613673849301e+00,3.940330517410643996e-01
1.771921077378023845e+00,-7.774605186455623151e-01
1.722068526028827318e+00,-4.999739562441096741e-01
8.431052867586180666e-01,-2.358722570150808551e-01
1.020612786178049403e+00,6.492335956221244597e-01
1.713622358724245176e+00,-1.680871748279940681e-01
1.663593951802753157e+00,-7.149134460454070750e-01
1.250835689317751243e+00,-7.599861082377297183e-01
1.929756181049856689e+00,-2.320818690537673479e-01
1.009100602042089401e+00,7.771344421080819131e-01
1.573016249361145480e+00,-1.466576149213341118e-01
1.667754240570288760e+00,6.598114841996104429e-01
1.441877430203781785e+00,6.671544549837215010e-01
4.312716852280538138e-01,1.091597689593183818e+00
1.537725925960777840e+00,-5.168964103931565912e-01
1.655839658213966059e+00,5.258629779674058868e-01
1.971320417259821767e+00,5.414333382988603116e-01
1.138641487896165261e+00,-7.686567841635892906e-01
1.581918277505181880e+00,-1.399876822597123649e-02
1.967539156866785266e+00,-3.326114116216113969e-02
1.795887962480519295e+00,7.195589198493737015e-01
1.800029903569821066e+00,-4.366898296711554384e-01
6.519962631078684012e-01,-9.079807203230839674e-01
1.996204120864893516e+00,1.686488351759485305e-01
1.766783698223796994e+00,-4.285572996505043752e-01
1.861326640747014594e+00,7.027457715984394282e-01
1.624302895307664141e+00,-6.336531273013923382e-01
1.825395646305576491e+00,-2.688926322719891737e-01
1.985292303221491084e+00,-2.872610706909994871e-01
1.860290546612474172e+00,4.432081468947682845e-01
1.039667204363320607e+00,9.403795609598819549e-01
1.888592579774493130e+00,-2.501183561894874674e-01
1.365132378840287597e+00,-3.463257721033040082e-01
1.739268120374875881e+00,3.241049873437307771e-01
2.426202764317497707e-02,8.089019936141378375e-01
1.965910738803677393e+00,4.386062215238850648e-03
5.400679407127358944e-01,7.514743175724477586e-01
1.547803912569724272e+00,-6.463690183642836207e-01
1.082361835514793258e+00,-7.002684023299149407e-01
1.294331236270869212e+00,-1.111260725478994127e-01
1.583423638977349501e+00,-6.719353227452129484e-02
1.901680568806555449e+00,-3.390794852663343573e-01
1.940939390706101886e+00,-3.295369304707163050e-01
1.386987438072356138e+00,-5.182248056369426203e-01
1.769351172832037911e+00,2.042213416553363692e-01
1.695093930876576227e+00,4.564760148257281935e-01
1.636002949206015522e+00,-6.133178037925904880e-01
1.856126505701809704e+00,-3.325854002504303741e-01
1.015881190821757540e+00,-1.021994932451768978e+00
6.209630286369898222e-01,-1.771139932124352612e-01
1.618797298072146784e+00,2.082760641517771294e-01
1.378561778926349790e+00,4.328832472417540878e-01
1.587926153053926814e+00,4.134232258195655874e-01
1.535825980080721243e+00,-1.748868081859337176e-01
6.035379662962021552e-01,-4.773648013158131587e-01
7.951367466367043058e-01,1.070814407700459769e+00
1.826976357506330473e+00,-4.583397038031321036e-01
1.258413665902799794e+00,-2.742297368854033079e-01
1.467056047373753724e+00,-6.942378417928234402e-01
1.800724480472381650e+00,-7.277266409225484345e-02
1.155063555849301427e+00,1.133336721028180838e-01
1.878128105591241326e+00,6.350691164835106650e-02
1.776696452487760647e+00,9.435087870345314487e-01
1.862423111015500066e+00,-3.240496279883064989e-02
1.384618145575591042e+00,1.452702546245347115e+00
1.918102420509103734e+00,-4.027408066949383914e-01
1.971492283417670466e+00,-8.171932382500618486e-02
1.722661400186990210e+00,-7.071747070863733109e-01
1.450066744027383336e+00,-7.702410971900807146e-01
1.742329416663724873e+00,1.161915803136294723e-01
1.923495662656850236e+00,5.664838025396623511e-02
7.009662068588365935e-01,-2.294318295035077115e-01
1.916157527275789363e+00,-6.847291277615993321e-01
1.849276264484517096e+00,3.958826591804594508e-01
1.529234611266040655e+00,4.238752384786823590e-01
-1.814463153211098856e-01,9.735543464190067608e-02
1.534176545569184480e+00,-7.698326566254597436e-01
